DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"inr 7090.15 successfully debited account xxxx3721 via upi pharmeasy 07apr2025. ref231152919272, axis google pay",2025-07-04,7090.15,debited,pharmeasy,-7090.15,2025,7,4,231152919272,Health & Wellness
"inr 9798.25 successfully debited account xxxx3142 via upi jio 14jun2025. ref622249232187, icici google pay",2025-06-14,9798.25,debited,jio,-9798.25,2025,6,14,622249232187,Bills & Utilities
"inr 329.36 successfully debited account xxxx5420 via upi redbus 05jan2025. ref643729168941, axis amazon pay",2025-05-01,329.36,debited,redbus,-329.36,2025,5,1,643729168941,Travel
"inr 298.29 successfully debited account xxxx7997 via upi electricity board 11feb2025. ref215421953550, icici google pay",2025-11-02,298.29,debited,electricity board,-298.29,2025,11,2,215421953550,Bills & Utilities
"inr 2578.42 successfully debited account xxxx9174 via upi jio 18jan2025. ref887727879816, icici bhim",2025-01-18,2578.42,debited,jio,-2578.42,2025,1,18,887727879816,Bills & Utilities
"inr 4206.48 successfully debited account xxxx4842 via upi room rent 25jun2025. ref711560424507, hdfc amazon pay",2025-06-25,4206.48,debited,room rent,-4206.48,2025,6,25,711560424507,Rent
"inr 7086.07 successfully debited account xxxx8665 via upi coursera 07mar2025. ref210202270652, pnb google pay",2025-07-03,7086.07,debited,coursera,-7086.07,2025,7,3,210202270652,Education
"inr 9386.28 successfully debited account xxxx6921 via upi spotify 16jun2025. ref515946134603, pnb paytm",2025-06-16,9386.28,debited,spotify,-9386.28,2025,6,16,515946134603,Entertainment
"inr 7323.08 successfully debited account xxxx6218 via upi mcdonalds 07feb2025. ref749244844537, axis phonepe",2025-07-02,7323.08,debited,mcdonalds,-7323.08,2025,7,2,749244844537,Other
"inr 7087.44 successfully debited account xxxx8455 via upi jio 14jul2025. ref664267249370, pnb bhim",2025-07-14,7087.44,debited,jio,-7087.44,2025,7,14,664267249370,Bills & Utilities
"inr 9935.40 successfully debited account xxxx2787 via upi irctc 25mar2025. ref272059404984, sbi bhim",2025-03-25,9935.4,debited,irctc,-9935.4,2025,3,25,272059404984,Other
"inr 2365.00 successfully debited account xxxx1424 via upi dmart 12jul2025. ref559563846659, pnb bhim",2025-12-07,2365.0,debited,d-mart,-2365.0,2025,12,7,559563846659,Groceries
"inr 6274.89 successfully debited account xxxx2927 via upi bookmyshow 27feb2025. ref213779114864, axis bhim",2025-02-27,6274.89,debited,bookmyshow,-6274.89,2025,2,27,213779114864,Entertainment
"inr 5106.23 successfully debited account xxxx5112 via upi spencers 01apr2025. ref874249648968, sbi bhim",2025-01-04,5106.23,debited,spencer's,-5106.23,2025,1,4,874249648968,Shopping
"inr 4393.52 successfully debited account xxxx8561 via upi nykaa 11feb2025. ref414431520292, sbi bhim",2025-11-02,4393.52,debited,nykaa,-4393.52,2025,11,2,414431520292,Shopping
"inr 8957.73 successfully debited account xxxx8821 via upi jio 16feb2025. ref343331171469, icici phonepe",2025-02-16,8957.73,debited,jio,-8957.73,2025,2,16,343331171469,Bills & Utilities
"inr 2041.63 successfully debited account xxxx2999 via upi airtel 09may2025. ref133263760213, icici bhim",2025-09-05,2041.63,debited,airtel,-2041.63,2025,9,5,133263760213,Other
"inr 5503.28 successfully debited account xxxx2522 via upi mobile bill 09apr2025. ref995193438349, icici phonepe",2025-09-04,5503.28,debited,mobile bill,-5503.28,2025,9,4,995193438349,Bills & Utilities
"inr 8905.21 successfully debited account xxxx1991 via upi hotstar 12mar2025. ref751002789702, bob paytm",2025-12-03,8905.21,debited,hotstar,-8905.21,2025,12,3,751002789702,Entertainment
"inr 4164.08 successfully debited account xxxx6158 via upi pg rent 20mar2025. ref869755436911, bob google pay",2025-03-20,4164.08,debited,pg rent,-4164.08,2025,3,20,869755436911,Rent
"inr 9706.41 successfully debited account xxxx6151 via upi gas agency 11jan2025. ref544933962090, pnb google pay",2025-11-01,9706.41,debited,gas agency,-9706.41,2025,11,1,544933962090,Bills & Utilities
"inr 1151.44 successfully debited account xxxx8037 via upi ola 16jul2025. ref127519908701, sbi amazon pay",2025-07-16,1151.44,debited,ola,-1151.44,2025,7,16,127519908701,Transportation
"inr 6576.23 successfully debited account xxxx3534 via upi big bazaar 17may2025. ref500665317808, icici bhim",2025-05-17,6576.23,debited,big bazaar,-6576.23,2025,5,17,500665317808,Shopping
"inr 6651.72 successfully debited account xxxx9961 via upi redbus 26mar2025. ref583416983534, axis amazon pay",2025-03-26,6651.72,debited,redbus,-6651.72,2025,3,26,583416983534,Travel
"inr 3496.21 successfully debited account xxxx7207 via upi bookmyshow 17apr2025. ref538663555857, hdfc google pay",2025-04-17,3496.21,debited,bookmyshow,-3496.21,2025,4,17,538663555857,Entertainment
"inr 2979.53 successfully debited account xxxx2420 via upi practo 14jan2025. ref176296780753, pnb amazon pay",2025-01-14,2979.53,debited,practo,-2979.53,2025,1,14,176296780753,Health & Wellness
"inr 3174.46 successfully debited account xxxx1608 via upi unacademy 26apr2025. ref431133153455, bob paytm",2025-04-26,3174.46,debited,unacademy,-3174.46,2025,4,26,431133153455,Education
"inr 2719.12 successfully debited account xxxx2326 via upi medplus 13mar2025. ref198436445129, icici google pay",2025-03-13,2719.12,debited,medplus,-2719.12,2025,3,13,198436445129,Health & Wellness
"inr 1894.43 successfully debited account xxxx4196 via upi uber 24jan2025. ref971551688691, bob google pay",2025-01-24,1894.43,debited,uber,-1894.43,2025,1,24,971551688691,Transportation
"inr 5164.19 successfully debited account xxxx3339 via upi airtel 29apr2025. ref474794885815, axis amazon pay",2025-04-29,5164.19,debited,airtel,-5164.19,2025,4,29,474794885815,Other
"inr 8593.48 successfully debited account xxxx5111 via upi goibibo 01feb2025. ref317149393128, hdfc phonepe",2025-01-02,8593.48,debited,goibibo,-8593.48,2025,1,2,317149393128,Travel
"inr 856.22 successfully debited account xxxx1856 via upi bookmyshow 04jul2025. ref426113280587, bob bhim",2025-04-07,856.22,debited,bookmyshow,-856.22,2025,4,7,426113280587,Entertainment
"inr 2699.06 successfully debited account xxxx9292 via upi bsnl 02jan2025. ref338087610942, icici paytm",2025-02-01,2699.06,debited,bsnl,-2699.06,2025,2,1,338087610942,Other
"inr 2022.75 successfully debited account xxxx7082 via upi apollo pharmacy 15apr2025. ref389055035114, hdfc phonepe",2025-04-15,2022.75,debited,apollo pharmacy,-2022.75,2025,4,15,389055035114,Health & Wellness
"inr 5863.96 successfully debited account xxxx8956 via upi dmart 08may2025. ref524508004627, sbi phonepe",2025-08-05,5863.96,debited,d-mart,-5863.96,2025,8,5,524508004627,Groceries
"inr 9165.42 successfully debited account xxxx5674 via upi netflix 14mar2025. ref426665396506, icici google pay",2025-03-14,9165.42,debited,netflix,-9165.42,2025,3,14,426665396506,Entertainment
"inr 5176.69 successfully debited account xxxx9840 via upi coursera 12mar2025. ref712666093394, pnb phonepe",2025-12-03,5176.69,debited,coursera,-5176.69,2025,12,3,712666093394,Education
"inr 9349.39 successfully debited account xxxx8162 via upi mobile bill 02feb2025. ref791238246255, hdfc google pay",2025-02-02,9349.39,debited,mobile bill,-9349.39,2025,2,2,791238246255,Bills & Utilities
"inr 3716.90 successfully debited account xxxx4015 via upi nykaa 23feb2025. ref444182655147, pnb bhim",2025-02-23,3716.9,debited,nykaa,-3716.9,2025,2,23,444182655147,Shopping
"inr 6437.50 successfully debited account xxxx3000 via upi room rent 06feb2025. ref573083562219, pnb phonepe",2025-06-02,6437.5,debited,room rent,-6437.5,2025,6,2,573083562219,Rent
"inr 8211.26 successfully debited account xxxx7918 via upi irctc 27jul2025. ref899232708173, sbi paytm",2025-07-27,8211.26,debited,irctc,-8211.26,2025,7,27,899232708173,Other
"inr 8030.96 successfully debited account xxxx1041 via upi medplus 27jan2025. ref916123817007, icici phonepe",2025-01-27,8030.96,debited,medplus,-8030.96,2025,1,27,916123817007,Health & Wellness
"inr 5459.60 successfully debited account xxxx6117 via upi hotstar 30mar2025. ref997293166904, axis paytm",2025-03-30,5459.6,debited,hotstar,-5459.6,2025,3,30,997293166904,Entertainment
"inr 5920.87 successfully debited account xxxx6108 via upi spotify 08jun2025. ref836013514989, sbi paytm",2025-08-06,5920.87,debited,spotify,-5920.87,2025,8,6,836013514989,Entertainment
"inr 3702.91 successfully debited account xxxx5803 via upi electricity board 10jul2025. ref279557868272, icici amazon pay",2025-10-07,3702.91,debited,electricity board,-3702.91,2025,10,7,279557868272,Bills & Utilities
"inr 4869.54 successfully debited account xxxx6864 via upi gas agency 08feb2025. ref732489201055, hdfc phonepe",2025-08-02,4869.54,debited,gas agency,-4869.54,2025,8,2,732489201055,Bills & Utilities
"inr 3641.25 successfully debited account xxxx7551 via upi swiggy 03mar2025. ref483154017728, sbi amazon pay",2025-03-03,3641.25,debited,swiggy,-3641.25,2025,3,3,483154017728,Food & Dining
"inr 5133.18 successfully debited account xxxx3567 via upi nykaa 01mar2025. ref121503099260, sbi bhim",2025-01-03,5133.18,debited,nykaa,-5133.18,2025,1,3,121503099260,Shopping
"inr 4852.12 successfully debited account xxxx6568 via upi spotify 08may2025. ref791244019928, pnb google pay",2025-08-05,4852.12,debited,spotify,-4852.12,2025,8,5,791244019928,Entertainment
"inr 2199.84 successfully debited account xxxx9575 via upi gas agency 18jan2025. ref530580549284, sbi google pay",2025-01-18,2199.84,debited,gas agency,-2199.84,2025,1,18,530580549284,Bills & Utilities
"inr 4897.11 successfully debited account xxxx5189 via upi practo 01jul2025. ref883986809640, hdfc bhim",2025-01-07,4897.11,debited,practo,-4897.11,2025,1,7,883986809640,Health & Wellness
"inr 4117.45 successfully debited account xxxx7513 via upi nykaa 13may2025. ref581311457044, hdfc amazon pay",2025-05-13,4117.45,debited,nykaa,-4117.45,2025,5,13,581311457044,Shopping
"inr 2536.90 successfully debited account xxxx3510 via upi udemy 14jan2025. ref851136466972, icici bhim",2025-01-14,2536.9,debited,udemy,-2536.9,2025,1,14,851136466972,Education
"inr 9134.76 successfully debited account xxxx2108 via upi bookmyshow 04feb2025. ref597009170948, icici phonepe",2025-04-02,9134.76,debited,bookmyshow,-9134.76,2025,4,2,597009170948,Entertainment
"inr 6582.05 successfully debited account xxxx3911 via upi pg rent 12jul2025. ref554476307242, pnb phonepe",2025-12-07,6582.05,debited,pg rent,-6582.05,2025,12,7,554476307242,Rent
"inr 614.15 successfully debited account xxxx5834 via upi dominos 31jan2025. ref977037143952, icici paytm",2025-01-31,614.15,debited,dominos,-614.15,2025,1,31,977037143952,Food & Dining
"inr 4807.79 successfully debited account xxxx3811 via upi netflix 30may2025. ref840795380463, axis bhim",2025-05-30,4807.79,debited,netflix,-4807.79,2025,5,30,840795380463,Entertainment
"inr 6906.01 successfully debited account xxxx2365 via upi mcdonalds 24apr2025. ref383854514817, sbi phonepe",2025-04-24,6906.01,debited,mcdonalds,-6906.01,2025,4,24,383854514817,Other
"inr 7555.03 successfully debited account xxxx3780 via upi spencers 21apr2025. ref898434669797, icici paytm",2025-04-21,7555.03,debited,spencer's,-7555.03,2025,4,21,898434669797,Shopping
"inr 9629.63 successfully debited account xxxx3000 via upi jio 15may2025. ref750209448052, hdfc google pay",2025-05-15,9629.63,debited,jio,-9629.63,2025,5,15,750209448052,Bills & Utilities
"inr 8911.85 successfully debited account xxxx2907 via upi apollo pharmacy 19jul2025. ref204305689959, sbi bhim",2025-07-19,8911.85,debited,apollo pharmacy,-8911.85,2025,7,19,204305689959,Health & Wellness
"inr 9560.39 successfully debited account xxxx5682 via upi medplus 11apr2025. ref170856590681, pnb phonepe",2024-11-04,9560.39,debited,medplus,-9560.39,2024,11,4,170856590681,Health & Wellness
"inr 6209.42 successfully debited account xxxx6431 via upi spotify 03jul2025. ref452749944963, hdfc google pay",2025-03-07,6209.42,debited,spotify,-6209.42,2025,3,7,452749944963,Entertainment
"inr 7488.67 successfully debited account xxxx9431 via upi bookmyshow 04jun2025. ref872956636708, sbi phonepe",2025-04-06,7488.67,debited,bookmyshow,-7488.67,2025,4,6,872956636708,Entertainment
"inr 6841.32 successfully debited account xxxx1644 via upi zomato 04apr2025. ref126146375676, bob google pay",2025-04-04,6841.32,debited,zomato,-6841.32,2025,4,4,126146375676,Food & Dining
"inr 2727.90 successfully debited account xxxx8971 via upi electricity board 12feb2025. ref136143139399, hdfc phonepe",2025-12-02,2727.9,debited,electricity board,-2727.9,2025,12,2,136143139399,Bills & Utilities
"inr 8583.18 successfully debited account xxxx7746 via upi zomato 14feb2025. ref451292946925, axis google pay",2025-02-14,8583.18,debited,zomato,-8583.18,2025,2,14,451292946925,Food & Dining
"inr 7932.10 successfully debited account xxxx7539 via upi rent transfer 15feb2025. ref732244411113, sbi google pay",2025-02-15,7932.1,debited,rent transfer,-7932.1,2025,2,15,732244411113,Rent
"inr 2564.57 successfully debited account xxxx9969 via upi dominos 10may2025. ref533355500569, axis bhim",2025-10-05,2564.57,debited,dominos,-2564.57,2025,10,5,533355500569,Food & Dining
"inr 2946.73 successfully debited account xxxx7153 via upi internet bill 03jul2025. ref257332251512, hdfc phonepe",2025-03-07,2946.73,debited,internet bill,-2946.73,2025,3,7,257332251512,Bills & Utilities
"inr 4759.28 successfully debited account xxxx5493 via upi hotstar 24may2025. ref512201563484, axis bhim",2025-05-24,4759.28,debited,hotstar,-4759.28,2025,5,24,512201563484,Entertainment
"inr 6110.37 successfully debited account xxxx2072 via upi electricity board 13apr2025. ref628914002696, bob phonepe",2025-04-13,6110.37,debited,electricity board,-6110.37,2025,4,13,628914002696,Bills & Utilities
"inr 9288.82 successfully debited account xxxx5059 via upi kfc 01feb2025. ref276707990606, sbi bhim",2025-01-02,9288.82,debited,kfc,-9288.82,2025,1,2,276707990606,Food & Dining
"inr 6628.61 successfully debited account xxxx8160 via upi flipkart 02jul2025. ref599834239269, pnb phonepe",2025-02-07,6628.61,debited,flipkart,-6628.61,2025,2,7,599834239269,Shopping
"inr 4775.36 successfully debited account xxxx7581 via upi byjus 14apr2025. ref842897314769, sbi bhim",2025-04-14,4775.36,debited,byjus,-4775.36,2025,4,14,842897314769,Education
"inr 2477.46 successfully debited account xxxx6051 via upi bookmyshow 07jan2025. ref586362084871, bob bhim",2025-07-01,2477.46,debited,bookmyshow,-2477.46,2025,7,1,586362084871,Entertainment
"inr 4626.94 successfully debited account xxxx9089 via upi electricity board 30jun2025. ref526317070826, pnb google pay",2025-06-30,4626.94,debited,electricity board,-4626.94,2025,6,30,526317070826,Bills & Utilities
"inr 758.80 successfully debited account xxxx8813 via upi pg rent 13jan2025. ref966207978947, pnb amazon pay",2025-01-13,758.8,debited,pg rent,-758.8,2025,1,13,966207978947,Rent
"inr 8368.23 successfully debited account xxxx9198 via upi rent transfer 29mar2025. ref945620217692, axis paytm",2025-03-29,8368.23,debited,rent transfer,-8368.23,2025,3,29,945620217692,Rent
"inr 3296.08 successfully debited account xxxx1207 via upi spencers 03jan2025. ref753475335272, axis bhim",2025-03-01,3296.08,debited,spencer's,-3296.08,2025,3,1,753475335272,Shopping
"inr 9662.15 successfully debited account xxxx4288 via upi airtel 27apr2025. ref513807858913, bob amazon pay",2025-04-27,9662.15,debited,airtel,-9662.15,2025,4,27,513807858913,Other
"inr 9256.81 successfully debited account xxxx2786 via upi uber 30jun2025. ref755755816457, pnb phonepe",2025-06-30,9256.81,debited,uber,-9256.81,2025,6,30,755755816457,Transportation
"inr 6542.93 successfully debited account xxxx2380 via upi room rent 08apr2025. ref599591148176, axis amazon pay",2025-08-04,6542.93,debited,room rent,-6542.93,2025,8,4,599591148176,Rent
"inr 3479.91 successfully debited account xxxx2008 via upi pg rent 20apr2025. ref721555452724, pnb bhim",2025-04-20,3479.91,debited,pg rent,-3479.91,2025,4,20,721555452724,Rent
"inr 3126.17 successfully debited account xxxx1029 via upi gas agency 18may2025. ref503611113048, hdfc paytm",2025-05-18,3126.17,debited,gas agency,-3126.17,2025,5,18,503611113048,Bills & Utilities
"inr 6317.70 successfully debited account xxxx8180 via upi pg rent 10apr2025. ref357531900002, axis amazon pay",2025-10-04,6317.7,debited,pg rent,-6317.7,2025,10,4,357531900002,Rent
"inr 2388.56 successfully debited account xxxx1241 via upi electricity board 19mar2025. ref994255597580, hdfc google pay",2025-03-19,2388.56,debited,electricity board,-2388.56,2025,3,19,994255597580,Bills & Utilities
"inr 4620.93 successfully debited account xxxx1981 via upi swiggy 13mar2025. ref731887955781, icici amazon pay",2025-03-13,4620.93,debited,swiggy,-4620.93,2025,3,13,731887955781,Food & Dining
"inr 6195.90 successfully debited account xxxx7365 via upi ajio 04jun2025. ref772408653499, bob phonepe",2025-04-06,6195.9,debited,ajio,-6195.9,2025,4,6,772408653499,Bills & Utilities
"inr 3112.01 successfully debited account xxxx9402 via upi redbus 08jun2025. ref397169589533, sbi paytm",2025-08-06,3112.01,debited,redbus,-3112.01,2025,8,6,397169589533,Travel
